submission_id,itemName,settingName,category,response_option,option_category,answer,new_category
4990,pot-jam,pot,competitor,several pans,competitor_c2,I have some pans if that's ok?,competitor_c2
4990,blanket-transportation,blanket,other,"a sleeping bag, carpet","competitor_c1, otherCategory","I have some carpet, or a sleeping bag?",otherCategory
4990,bottle-water,bottle,competitor,to-go mug,competitor_c2,I have a to-go mug if that helps?,competitor_c2
4991,handkerchief-sauce,handkerchief,sameCategory,"wet wipes, napkins","mostSimilar, competitor_c2","I don't, but I do have some napkins or wet wipes if you would like them.",mostSimilar
4991,bottle-water,bottle,sameCategory,"a glass, to-go mug","mostSimilar, competitor_c2","I have a mug, or a glass you can use.",mostSimilar
4991,sugar-baking,sugar,sameCategory,"agave syrup, sweetener tablets, honey","competitor_c1, competitor_c2, mostSimilar","No I used it all baking cookies. Would honey, agave syrup or sweetener tablets work?",other_response
4994,bottle-water,bottle,taciturn,,,Sorry no I don’t.,taciturn
4994,blanket-transportation,blanket,other,,alternative,No but I have other items that can help you out.,alternative
4994,candy-dessert,candy,sameCategory,"ice cream, a big chocolate bar","mostSimilar, competitor_c2",We have ice cream and chocolate that’s all,mostSimilar
4994,pot-jam,pot,sameCategory,several pans,competitor_c2,I have some pans and camping stuff to store them in.,competitor_c2
4998,handkerchief-sauce,handkerchief,competitor,wet wipes,competitor_c2,i have some wet wipes i can give you.,competitor_c2
4998,postit-reading,postit,competitor,sticky bookmarks,competitor_c2,i have some sticky bookmarks,competitor_c2
4998,towel-clothes,towel,competitor,a dryer in the basement,competitor_c2,i have a dryer in the basement if you would like to use that.,competitor_c2
4999,postit-reading,postit,competitor,sticky bookmarks,competitor_c2,I am sorry I don't. I have some sticky bookmarks though - would they be suitable?,competitor_c2
4999,sweatpants-spill,sweatpants,sameCategory,"shorts, a pair of leggings, pyjamas","mostSimilar, competitor_c2, competitor_c1","I've got some shorts, leggings or pyjama bottoms you could wear.",other_response
4999,umbrella-rain,umbrella,sameCategory,"rain jacket, a plastic bike cover","mostSimilar, competitor_c2",I am sorry I don't. But I have a rain jacket one of you could borrow and a plastic bike cover you could hold over yourselves! Please don't forget to bring them back!,mostSimilar
4999,towel-clothes,towel,mostSimilar,paper napkins,mostSimilar,Yes I have paper ones - I've also got some other things you could use to dry your costumes.,mostSimilar
5013,broom-snow,broom,other,shovel,competitor_c2,"Hi, yes sure. I’ll lend you my broom and I’ll come out and do part of the driveway with my shovel.",competitor_c2
5013,postit-reading,postit,competitor,sticky bookmarks,competitor_c2,I have these sticky bookmarks you can use if you like.,competitor_c2
5013,bottle-water,bottle,competitor,to-go mug,competitor_c2,I have a to-go mug. I’ll give you half my bottle of water and you can carry it in my Togo mug.,competitor_c2
5013,towel-clothes,towel,sameCategory,"a dryer in the basement, paper towels, hair dryer","mostSimilar, competitor_c2, competitor_c1","Well, I have paper towels and a blow dryer. You can use those. But we have a dryer in the basement, might be quicker to use that if you like.",other_response
4964,sweatpants-sleepover,sweatpants,sameCategory,"shorts, a pair of leggings","competitor_c2, mostSimilar","no, ive left you some leggins or shorts",mostSimilar
4964,umbrella-summer,umbrella,other,"sunscreen, tent","competitor_c1, otherCategory",no but we could make something with the tent or here is some sunscreen,otherCategory
4964,candy-halloween,candy,competitor,trail mix,competitor_c1,here is some trail mix,competitor_c1
4966,handkerchief-sauce,handkerchief,sameCategory,wet wipes,competitor_c2,I have tissues and wet wipes. Would you like one?,competitor_c2
4966,box-bbq,box,competitor,ziplock,competitor_c2,I have a plastic bag you could use.,competitor_c2
4966,candy-dessert,candy,sameCategory,"a big chocolate bar, trail mix","competitor_c1, mostSimilar",Yes we have chocolate and trail mix.,mostSimilar
4971,candy-dessert,candy,sameCategory,"a big chocolate bar, trail mix","competitor_c1, mostSimilar",Yes we have a chocolate bar or some trail mix.,mostSimilar
4971,box-bbq,box,sameCategory,"ziplock, a cake container, carton","competitor_c1, mostSimilar, competitor_c2","Yeah I do. You can use a cake container, a carton or a ziplock bag.",other_response
4971,bottle-water,bottle,competitor,to-go mug,competitor_c2,Yeah I've got a to-go mug if that's ok?,competitor_c2
4979,towel-hair,towel,competitor,hair dryer,competitor_c1,"No, but I've got a hair dryer.",competitor_c1
4979,bottle-plants,bottle,competitor,watering can,competitor_c1,"No, but I've got a watering can.",competitor_c1
4979,candy-halloween,candy,taciturn,,,"No, tell them to go away.",taciturn
4979,pot-garden,pot,taciturn,,,"No, sorry.",taciturn
4980,sweatpants-sleepover,sweatpants,sameCategory,"pyjamas, a pair of leggings","competitor_c1, mostSimilar","No sorry, will pyjamas or leggings do?",mostSimilar
4980,postit-board,postit,sameCategory,sticky bookmarks,competitor_c2,"No, but i have sticky bookmarks - whatever those are.",competitor_c2
4980,handkerchief-injury,handkerchief,sameCategory,wet wipes,"mostSimilar, competitor_c2",I have napkins but would you like a wet wipe?,mostSimilar
4986,sweatpants-spill,sweatpants,sameCategory,"shorts, a pair of leggings","mostSimilar, competitor_c2","I have a pair of leggings or shorts, which would you prefer?",mostSimilar
4986,broom-snow,broom,sameCategory,"shovel, hand brush","mostSimilar, competitor_c2","I only have a shovel and a hand brush, are these any good?",mostSimilar
4986,umbrella-rain,umbrella,other,"rain jacket, a tent","otherCategory, competitor_c2",I have a rain jacket or a tent if they are of any use?,otherCategory
4986,bottle-water,bottle,sameCategory,"to-go mug, a watering can, a glass","competitor_c1, mostSimilar, competitor_c2","I only have a glass, a to-go mug or a watering can if these can be of any use?",other_response
4987,blanket-sleepover,blanket,taciturn,,,"Sorry, I don’t.",taciturn
4987,towel-hair,towel,competitor,hair dryer,competitor_c1,"No, but I have a hair dryer if you would like to use that.",competitor_c1
4987,candy-halloween,candy,competitor,trail mix,competitor_c1,"No, but we could give them trail mix instead.",competitor_c1
4987,handkerchief-injury,handkerchief,sameCategory,"band aid, paper napkins, wet wipes","competitor_c1, mostSimilar, competitor_c2","No, but I have some paper napkins.  I also have wet wipes and band aids, if they would be useful.",other_response
5003,box-bbq,box,fullList,"ziplock, a cake container, carton, tote bag","competitor_c1, mostSimilar, competitor_c2, otherCategory","I do not have a box. However, I do have a cake container, ziplock bag, tote bag, and carton. Would any of these be suitable",fullList
5003,sugar-baking,sugar,other,,alternative,"No, I do not. However, I have similar substitute products.",alternative
5003,blanket-transportation,blanket,sameCategory,a sleeping bag,competitor_c1,"No, I do not have a blanket, but do have a sleeping bag. Will this work?",competitor_c1
5003,towel-clothes,towel,mostSimilar,paper towels,mostSimilar,"No sorry, I do not have a towel, would paper towels work?",mostSimilar
4968,towel-clothes,towel,sameCategory,"hair dryer, a dryer in the basement","competitor_c1, competitor_c2","No but go to the basement and there's a dryer, hair dryer and all that.",sameCategory
4968,candy-dessert,candy,taciturn,,,Nope.,taciturn
4968,sweatpants-spill,sweatpants,sameCategory,"shorts, a pair of leggings","mostSimilar, competitor_c2",Nope. You want some shorts or leggings?,mostSimilar
4968,broom-snow,broom,competitor,shovel,competitor_c2,"Nope, you want a shovel?",competitor_c2
4977,sugar-baking,sugar,sameCategory,"agave syrup, honey","competitor_c2, mostSimilar","No, I'm sorry, but I do have agave syrup and honey, if that could work as a substitute.",mostSimilar
4977,sweatpants-spill,sweatpants,sameCategory,pyjamas,competitor_c1,"No, but I have pajamas which are kind of close.",competitor_c1
4977,handkerchief-sauce,handkerchief,mostSimilar,paper napkins,mostSimilar,"No, but I have some napkins.",mostSimilar
4983,bottle-water,bottle,taciturn,,,No I do not,taciturn
4983,pot-jam,pot,sameCategory,"camping cookware, several pans","mostSimilar, competitor_c2","No, but I have some pans and camping cookware.",mostSimilar
4983,sugar-baking,sugar,sameCategory,"honey, agave syrup, sweetener tablets","competitor_c1, competitor_c2, mostSimilar","No, but I have honey, syrup and sweeteners",other_response
4983,candy-dessert,candy,mostSimilar,a big chocolate bar,mostSimilar,"Yes, we have a chocolate bar",mostSimilar
4984,box-muffins,box,competitor,cake container,competitor_c1,Yes I have a cake container,competitor_c1
4984,bottle-plants,bottle,competitor,watering can,competitor_c1,Yes I have a watering can,competitor_c1
4984,blanket-sleepover,blanket,competitor,sleeping bag,competitor_c1,I have a sleeping bag,competitor_c1
4984,sweatpants-sleepover,sweatpants,mostSimilar,a pair of leggings,mostSimilar,I have some leggings,mostSimilar
5000,broom-renovation,broom,sameCategory,"vacuum cleaner, a shovel, hand brush","competitor_c1, mostSimilar, competitor_c2","No but I have a shovel, a hand brush and vacuum cleaner. Would they be of use of you?",other_response
5000,umbrella-summer,umbrella,competitor,sunscreen,competitor_c1,No but I have some sunscreen that you can use.,competitor_c1
5000,sugar-coffee,sugar,competitor,sweetener,competitor_c1,"No sorry, but I have some sweeteners that you can use.",competitor_c1
5000,handkerchief-injury,handkerchief,sameCategory,"band aid, paper napkins, wet wipes","competitor_c1, mostSimilar, competitor_c2","I have asome paer napkins, wet wipes and some band aids if you want to make use of those.",other_response
5004,box-muffins,box,other,,alternative,I do have some things you can take the muffins and cookies in but I have no box.,alternative
5004,blanket-sleepover,blanket,competitor,sleeping bag,competitor_c1,I am afraid i do not have a blanket but I do have a sleeping bag that can be opened up as a blanket.,competitor_c1
5004,towel-hair,towel,competitor,hair dryer,competitor_c1,"No, I have no towel but you can dry your hair with the hair dryer.",competitor_c1
5004,pot-garden,pot,competitor,old can,competitor_c1,"No, but I do have a variety of cans you could use as pots.",competitor_c1
5019,box-bbq,box,sameCategory,"ziplock, a cake container","competitor_c1, competitor_c2",Not as such but I do have a ziplock bag and a cake container that I think would be able to hold all the leftovers for taking home,sameCategory
5019,bottle-water,bottle,competitor,to-go mug,competitor_c2,"
Sorry I do not have a bottle I do have a to go mug that we can fill with water if we pass a water station or spring",competitor_c2
5019,sweatpants-spill,sweatpants,sameCategory,"shorts, a pair of leggings","mostSimilar, competitor_c2",I do not have sweatpants but I do have leggings or a pair of shorts you could wear,mostSimilar
5019,sugar-baking,sugar,sameCategory,sweetener tablets,competitor_c1,"
Sorry I have no sugar but I do have sweetener tablets if they are any help?",competitor_c1
4974,broom-renovation,broom,mostSimilar,hand brush,mostSimilar,No but i've got a hand brush if that will do.,mostSimilar
4974,bottle-plants,bottle,competitor,watering can,competitor_c1,"No, but there's a watering can.",competitor_c1
4974,towel-hair,towel,mostSimilar,paper towels,mostSimilar,Only paper towels.,mostSimilar
5001,broom-renovation,broom,competitor,vacuum cleaner,competitor_c1,"No, but I've a vacuum cleaner that you can borrow.",competitor_c1
5001,bottle-plants,bottle,competitor,watering can,competitor_c1,"I don't, just use this watering can.",competitor_c1
5001,towel-hair,towel,sameCategory,"hair dryer, paper towels","competitor_c1, mostSimilar",Only some paper towels. I do have a hair dryer if that helps.,mostSimilar
5001,sweatpants-sleepover,sweatpants,competitor,pyjamas,competitor_c1,No sweatpants though I've got some pyjamas that you can use instead.,competitor_c1
5014,bottle-water,bottle,other,,,YES BUT JUST THE ONE I BROUGHT FOR MYSELF,other_response
5014,broom-snow,broom,competitor,shovel,competitor_c2,NO BUT I HAVE A SHOVEL IF THATS ANY HELP,competitor_c2
5014,handkerchief-sauce,handkerchief,mostSimilar,"paper napkins, paper napkins",mostSimilar,NO BUT I HAVE SOME PAPER NAPKINS,mostSimilar
4988,broom-renovation,broom,sameCategory,"vacuum cleaner, hand brush","competitor_c1, mostSimilar","Sorry no, I do have a vacuum cleaner and hand brush though if they would be any use to you?",mostSimilar
4988,bottle-plants,bottle,competitor,watering can,competitor_c1,No I don’t have a bottle but I do have a watering can!,competitor_c1
4988,box-muffins,box,sameCategory,"carton, cake container","mostSimilar, competitor_c1","Yes I have this carton or cake tin, either of which you are welcome to use",mostSimilar
4988,sugar-coffee,sugar,sameCategory,"sweetener, honey, agave syrup","competitor_c1, mostSimilar, competitor_c2","Sorry no I don’t! I have sweetener, agave or honey if you would like one of those?",other_response
4992,sweatpants-sleepover,sweatpants,fullList,"pyjamas, shorts, towels, a pair of leggings","competitor_c1, mostSimilar, competitor_c2, otherCategory","No, we have leggings, shorts, pyjamas and towels",fullList
4992,box-muffins,box,fullList,"cake container, a ziplock bag, a tote bag, carton","competitor_c1, mostSimilar, competitor_c2, otherCategory","We have a ziplock bag, a cake container, a tote bag, and a carton",fullList
4992,handkerchief-injury,handkerchief,sameCategory,"paper napkins, wet wipes","mostSimilar, competitor_c2",you can use these wet wipes and paper napkins,mostSimilar
4992,towel-hair,towel,competitor,hair dryer,competitor_c1,no but i do have a hair dryer,competitor_c1
5011,blanket-transportation,blanket,sameCategory,"pillow, pillow","competitor_c1, mostSimilar","I don’t have a blanket but you could always borrow my sleeping bag, it’s really good quality and made for winter camping! I’ve also got a pillow if you need one!",mostSimilar
5011,broom-snow,broom,sameCategory,"shovel, hand brush","mostSimilar, competitor_c2","I have a shovel and a handbrush! You can borrow my shovel for the main parts of the snow and use the hand brush to break up any ice chunks, let me know if you need help!",mostSimilar
5011,sugar-baking,sugar,sameCategory,"agave syrup, sweetener tablets, honey","competitor_c1, competitor_c2, mostSimilar","I don’t have sugar but I have agave syrup and honey, sweetener tablets crushed up could also replace sugar, you could try making batches with all three, I’d be curious to see how they turn out!",other_response
5017,blanket-transportation,blanket,sameCategory,"bubble wrap, a sleeping bag, pillow","competitor_c1, mostSimilar, competitor_c2","Sorry, no but I do have some bubble wrap that you are welcome to use. I also have a spare pillow and a sleeping bag if they could be of any use to protect your mirror?",other_response
5017,box-bbq,box,fullList,"ziplock, a cake container, a tote bag, carton","competitor_c1, mostSimilar, competitor_c2, otherCategory","Sure, what do you need? Have a look in the pantry. I’ve got a cake container but depending on what you need, I also have a carton, a ziplock bag, and a tote bag.",fullList
5017,candy-dessert,candy,sameCategory,"ice cream, a big chocolate bar","mostSimilar, competitor_c2","Sure, there is a large chocolate bar but we’ve also got ice cream if you would prefer that.",mostSimilar
5017,postit-reading,postit,sameCategory,"sticky bookmarks, notebook","mostSimilar, competitor_c2","Sorry, no. I’ve got these sticky bookmarks though and you are welcome to this notebook if that would be any good?",mostSimilar
4989,umbrella-rain,umbrella,competitor,rain jacket,competitor_c2,"I'm sorry, I don't have one. Would you like to borrow my rain jacket?",competitor_c2
4989,handkerchief-sauce,handkerchief,competitor,wet wipes,competitor_c2,"No, but I have some wet wipes here.",competitor_c2
4989,postit-reading,postit,competitor,sticky bookmarks,competitor_c2,I have these sticky bookmarks which are much the same thing.,competitor_c2
4989,sweatpants-spill,sweatpants,competitor,shorts,competitor_c2,"I'm afraid not, but I can offer you some shorts, and since it is so hot today they would be more comfortable.",competitor_c2
4996,towel-clothes,towel,fullList,"a dryer in the basement, paper towels, hair dryer, blanket","competitor_c1, mostSimilar, otherCategory, competitor_c2","Yes, I have plenty of paper towels but feel free to also use the hair dryer, blanket and there’s a dryer in the basement too",fullList
4996,candy-dessert,candy,fullList,"ice cream, little trail mix packages, soda, chocolate bar","competitor_c1, otherCategory, mostSimilar, competitor_c2",I’ve got some chocolate if that’s any good. There’s also some ice cream and soda. Or how about these little trail mix packages?,fullList
4996,postit-reading,postit,competitor,sticky bookmarks,competitor_c2,"No, I’m sorry I don’t have any of those. Feel free to try using these sticky bookmarks though.",competitor_c2
4996,umbrella-rain,umbrella,competitor,rain jacket,competitor_c2,"Oh I’m really sorry, I don’t have an umbrella. You can borrow my rain jacket but I’m afraid I only have one.",competitor_c2
5005,sugar-coffee,sugar,sameCategory,"sweetener, agave syrup, honey","competitor_c1, competitor_c2, mostSimilar","No, sorry but I do have sweetener tablets,  honey and agave syrup if you would like any of those?",other_response
5005,bottle-plants,bottle,sameCategory,to-go mug,competitor_c2,"No, I have a mug if you would like to use that?",competitor_c2
5005,pot-garden,pot,sameCategory,several pans,competitor_c2,"No, I have a pan if that’s any good?",competitor_c2
5005,towel-hair,towel,mostSimilar,paper towels,mostSimilar,"Only paper towels, would you like some?",mostSimilar
5016,umbrella-rain,umbrella,competitor,rain jacket,competitor_c2,"no, sorry i do not, but i do have a rain coat if that helps?",competitor_c2
5016,pot-jam,pot,competitor,several pans,competitor_c2,i'm afraid i don't but i do have several pans you can use if that helps,competitor_c2
5016,candy-dessert,candy,sameCategory,"ice cream, a big chocolate bar","mostSimilar, competitor_c2","we have a big chocolate bar, and we also have ice cream",mostSimilar
5016,bottle-water,bottle,mostSimilar,a glass,mostSimilar,"i don't, but i have a glass, if there is somewhere we can fill it up",mostSimilar
4997,handkerchief-sauce,handkerchief,sameCategory,"wet wipes, paper napkins","mostSimilar, competitor_c2",I don't but I do have some paper napkins and some wet wipes,mostSimilar
4997,sugar-baking,sugar,sameCategory,"agave syrup, sweetener tablets, honey","competitor_c1, competitor_c2, mostSimilar","No I don't, but I do have honey,agave syrup and sweetener tablets if they are any good",other_response
4997,box-bbq,box,fullList,"ziplock, a cake container, carton, tote bag","competitor_c1, mostSimilar, competitor_c2, otherCategory",I have a cake container and carton if they would help. I also have a tote bad and ziplock bag which might be useful,fullList
5009,broom-renovation,broom,sameCategory,"hand brush, vacuum cleaner","competitor_c1, mostSimilar","No, but we do have a vacuum or a hand brush if they are of any use to you?",mostSimilar
5009,sweatpants-sleepover,sweatpants,sameCategory,"pyjamas, shorts, a pair of leggings","competitor_c1, mostSimilar, competitor_c2","No, but I can lend you some pyjamas, leggings or a pair of shorts.",other_response
5012,candy-dessert,candy,mostSimilar,a big chocolate bar,mostSimilar,We have a big chocolate bar?,mostSimilar
5012,towel-clothes,towel,sameCategory,"paper towels, a dryer in the basement, hair dryer","competitor_c1, mostSimilar, competitor_c2","No, but we have paper towels. You can dry your hair using the hair dryer and we can dry your costumes in the dryer",other_response
5012,postit-reading,postit,sameCategory,"sticky bookmarks, notebook","mostSimilar, competitor_c2","No, but you can make notes in this notebook and use the sticky bookmarks to mark which pages are helpful",mostSimilar
5012,umbrella-rain,umbrella,sameCategory,"rain jacket, bike cover","mostSimilar, competitor_c2",No but you can wear this rain jacket and put this plastic bike cover on your head.,mostSimilar
5020,postit-board,postit,taciturn,,,NO I can compromise,taciturn
5020,sweatpants-sleepover,sweatpants,other,,alternative,No i show you what i have,alternative
5020,towel-hair,towel,competitor,hair dryer,competitor_c1,No but i have a hair dryer,competitor_c1
