submission_id,answer,itemName,settingName,category,response_option,context_nr,powerset_member
4957,"I'm sorry, I don't have sugar, but I do have honey, sweetener tablets, salt, and agave syrup if those would work for your coffee.",sugar-coffee,sugar,fullList,"sweetener, syrup, honey, salt",context1,"competitor_c1,competitor_c2,mostSimilar,otherCategory"
4957,"Yes, I have a towel for you to use. I also have a hair dryer, a dryer in the basement, a blanket, and paper towels if those would work for drying your hair.",towel-hair,towel,fullList,"paper towels, dryer, hairdryer, blanket",context1,"mostSimilar,competitor_c2,competitor_c1,otherCategory"
4957,I don't have a blanket sorry however I have a sleeping bag that will do the job.,blanket-sleepover,blanket,competitor,sleeping bag,context1,competitor_c1
4963,"No, just soda, trail mix, chocolate and ice cream.",candy-dessert,candy,fullList,"trailmix, chocolate, ice cream, soda",context2,"competitor_c1,mostSimilar,competitor_c2,otherCategory"
4963,"No, just a glass.",bottle-water,bottle,mostSimilar,glass,context2,mostSimilar
4963,"No, just a shovel.",broom-snow,broom,competitor,shovel,context2,competitor_c2
4963,"No, but I do have some shorts.",sweatpants-spill,sweatpants,competitor,shorts,context2,competitor_c2
4950,Yes. I have some sticky bookmarks you can use as post-it notes.,postit-board,postit,sameCategory,bookmarks,context1,competitor_c2
4950,No. But I have trail mix bags we can use instead. Its healthier.,candy-halloween,candy,competitor,trailmix,context1,competitor_c1
4953,No but i have a hair dryer,towel-hair,towel,competitor,hairdryer,context1,competitor_c1
4958,"I'm sorry I don't have one - use this watering can. 
",bottle-plants,bottle,competitor,watering can,context1,competitor_c1
4958,Use this hairdryer instead.,towel-hair,towel,competitor,hairdryer,context1,competitor_c1
4958,"Sorry, but you can use this sleeping bag if you open it out.",blanket-sleepover,blanket,competitor,sleeping bag,context1,competitor_c1
4958,Why don't you give people paper out of this notebook of mine and then use my whiteboard pen to collate ideas.,postit-board,postit,sameCategory,"notebook, marker",context1,"mostSimilar,competitor_c1"
4973,"I don't have a box but I have a cake container, a ziplock bag, a carton it a tote bag. What would you lik",box-bbq,box,fullList,"cake container, ziplock, carton, tote",context2,"competitor_c1,competitor_c2,mostSimilar,otherCategory"
4973,"Hi, No I don't have a broom but I have a shovel which may work?",broom-snow,broom,competitor,shovel,context2,competitor_c2
4973,"Hi,I don't have sugar but would honey or agave syrup work?",sugar-baking,sugar,sameCategory,"honey, syrup",context2,"mostSimilar,competitor_c2"
4973,No bottle but I have a to-go mug,bottle-water,bottle,competitor,mug,context2,competitor_c2
4976,"I do not, but I do have a sleeping bag you can use.",blanket-sleepover,blanket,competitor,sleeping bag,context1,competitor_c1
4976,Yes I have sticky bookmarks that are the same. You can have those.,postit-board,postit,sameCategory,bookmarks,context1,competitor_c2
4976,"I do not, I do have shorts or pyjamas if you want those.",sweatpants-sleepover,sweatpants,sameCategory,"shorts, pyjamas",context1,"competitor_c2,competitor_c1"
4978,"No sorry, I do have sweetener tablets though?",sugar-coffee,sugar,competitor,sweetener,context1,competitor_c1
4978,"No, i do have paper napkins and some wet wipes if they are of any use?",handkerchief-injury,handkerchief,sameCategory,"napkins, wet wipes",context1,"mostSimilar,competitor_c2"
4978,I have some pans and cookware if you need them,pot-garden,pot,sameCategory,pans,context1,competitor_c2
4952,I dont have a bottle but i have a glass or travel cup you could use?,bottle-water,bottle,sameCategory,"glass, mug",context2,"mostSimilar,competitor_c2"
4952,I have some small bookmark notes or you can use this notebook i've got if thats any help to you?,postit-reading,postit,sameCategory,"bookmarks, notebook",context2,"competitor_c2,mostSimilar"
4959,"No i dont, but you can use the dryer",towel-clothes,towel,competitor,dryer,context2,competitor_c2
4967,"Sorry, no - I only have paper towels.",towel-clothes,towel,mostSimilar,paper towels,context2,mostSimilar
4967,I've only got chocolate and trail mix.,candy-dessert,candy,sameCategory,"trailmix, chocolate",context2,"competitor_c1,mostSimilar"
4967,No but you're welcome to have a wet wipe.,handkerchief-sauce,handkerchief,competitor,wet wipes,context2,competitor_c2
4967,"I'm so sorry but I've just run out myself!  I've got honey or agave syrup, if that's of any use?",sugar-baking,sugar,sameCategory,"honey, syrup",context2,"mostSimilar,competitor_c2"
4981,We have a little bit (if we break up a chocolate bar).,candy-halloween,candy,mostSimilar,chocolate,context1,mostSimilar
4981,"No, but I can craft something similar from some old pots and pans.",pot-garden,pot,sameCategory,pans,context1,competitor_c2
5002,I could offer you a pair of shorts to wear? I also have a towel so you can dry yourself.,sweatpants-spill,sweatpants,other,"shorts, towel",context2,"competitor_c2,otherCategory"
5002,I have a mug you can use no problem.,bottle-water,bottle,competitor,mug,context2,competitor_c2
5002,"I don't have any sugar, but I do have sweeteners or honey and agave syrup. What are you making?",sugar-baking,sugar,sameCategory,"sweetener, syrup, honey",context2,"competitor_c1,competitor_c2,mostSimilar"
5002,There is a big chocolate bar if you want to open that.,candy-dessert,candy,mostSimilar,chocolate,context2,mostSimilar
5008,"Yes, we have a big chocolate bar.",candy-dessert,candy,mostSimilar,chocolate,context2,mostSimilar
5008,No but I have a shovel if that helps.,broom-snow,broom,competitor,shovel,context2,competitor_c2
4956,No sorry I don’t but I have sweetener,sugar-coffee,sugar,competitor,sweetener,context1,competitor_c1
4956,I don’t have a towel but I have a hair dryer you can use,towel-hair,towel,competitor,hairdryer,context1,competitor_c1
4956,I don’t have post it’s but I have a whiteboard and sticky bookmarks,postit-board,postit,sameCategory,"marker, bookmarks",context1,"competitor_c1,competitor_c2"
4970,No but I have some sticky bookmarks if that will help?,postit-reading,postit,competitor,bookmarks,context2,competitor_c2
4975,"Sorry, I don't. I have sweetener tablets if that's of any help?",sugar-baking,sugar,sameCategory,sweetener,context2,competitor_c1
4975,Afraid not. I've got some cans and pans if that will help,pot-jam,pot,sameCategory,"cans, pans",context2,"competitor_c1,competitor_c2"
4975,Are leggings ok?,sweatpants-spill,sweatpants,mostSimilar,leggings,context2,mostSimilar
4975,"No, but I have a glass and a mug.",bottle-water,bottle,sameCategory,"glass, mug",context2,"mostSimilar,competitor_c2"
5015,"No, but I have a watering can, glass and mug.",bottle-plants,bottle,sameCategory,"watering can, glass, mug",context1,"competitor_c1,mostSimilar,competitor_c2"
5015,We don't but we do have a big bar of chocolate you could split into portions?,candy-halloween,candy,mostSimilar,chocolate,context1,mostSimilar
5015,I dont but I do have a sleeping bag and pillows if they're of any use?,blanket-sleepover,blanket,sameCategory,"sleeping bag, pillow",context1,"competitor_c1,mostSimilar"
4961,"No, but you can use my sleeping bag",blanket-sleepover,blanket,competitor,sleeping bag,context1,competitor_c1
4990,"I don't, but I do have some sweetener tablets, agave syrup or honey if that would help?",sugar-baking,sugar,sameCategory,"sweetener, honey, syrup",context2,"competitor_c1,mostSimilar,competitor_c2"
4990,I have some pans if that's ok?,pot-jam,pot,competitor,pans,context2,competitor_c2
4990,"I have some carpet, or a sleeping bag?",blanket-transportation,blanket,other,"carpet, sleeping bag",context2,"otherCategory,competitor_c1"
4990,I have a to-go mug if that helps?,bottle-water,bottle,competitor,mug,context2,competitor_c2
4991,"I don't, but I do have some napkins or wet wipes if you would like them.",handkerchief-sauce,handkerchief,sameCategory,"napkins, wet wipes",context2,"mostSimilar,competitor_c2"
4991,"I have a mug, or a glass you can use.",bottle-water,bottle,sameCategory,"glass, mug",context2,"mostSimilar,competitor_c2"
4991,"No I used it all baking cookies. Would honey, agave syrup or sweetener tablets work?",sugar-baking,sugar,sameCategory,"sweetener, honey, syrup",context2,"competitor_c1,mostSimilar,competitor_c2"
4994,We have ice cream and chocolate that’s all,candy-dessert,candy,sameCategory,"ice cream, chocolate",context2,"competitor_c2,mostSimilar"
4994,I have some pans and camping stuff to store them in.,pot-jam,pot,sameCategory,"pans, camping cookware",context2,"competitor_c2,mostSimilar"
4998,i have some wet wipes i can give you.,handkerchief-sauce,handkerchief,competitor,wet wipes,context2,competitor_c2
4998,i have some sticky bookmarks,postit-reading,postit,competitor,bookmarks,context2,competitor_c2
4998,i have a dryer in the basement if you would like to use that.,towel-clothes,towel,competitor,dryer,context2,competitor_c2
4999,I am sorry I don't. I have some sticky bookmarks though - would they be suitable?,postit-reading,postit,competitor,bookmarks,context2,competitor_c2
4999,"I've got some shorts, leggings or pyjama bottoms you could wear.",sweatpants-spill,sweatpants,sameCategory,"leggings, pyjamas, shorts",context2,"mostSimilar,competitor_c1,competitor_c2"
4999,I am sorry I don't. But I have a rain jacket one of you could borrow and a plastic bike cover you could hold over yourselves! Please don't forget to bring them back!,umbrella-rain,umbrella,sameCategory,"rain jacket, bike cover",context2,"competitor_c2,mostSimilar"
4999,Yes I have paper ones - I've also got some other things you could use to dry your costumes.,towel-clothes,towel,mostSimilar,paper towels,context2,mostSimilar
5013,"Hi, yes sure. I’ll lend you my broom and I’ll come out and do part of the driveway with my shovel.",broom-snow,broom,other,shovel,context2,competitor_c2
5013,I have these sticky bookmarks you can use if you like.,postit-reading,postit,competitor,bookmarks,context2,competitor_c2
5013,I have a to-go mug. I’ll give you half my bottle of water and you can carry it in my Togo mug.,bottle-water,bottle,competitor,mug,context2,competitor_c2
5013,"Well, I have paper towels and a blow dryer. You can use those. But we have a dryer in the basement, might be quicker to use that if you like.",towel-clothes,towel,sameCategory,"paper towels, dryer, hairdryer",context2,"mostSimilar,competitor_c2,competitor_c1"
4964,"no, ive left you some leggins or shorts",sweatpants-sleepover,sweatpants,sameCategory,"leggings, shorts",context1,"mostSimilar,competitor_c2"
4964,no but we could make something with the tent or here is some sunscreen,umbrella-summer,umbrella,other,"sunscreen, tent",context1,"competitor_c1,otherCategory"
4964,here is some trail mix,candy-halloween,candy,competitor,trailmix,context1,competitor_c1
4966,I have tissues and wet wipes. Would you like one?,handkerchief-sauce,handkerchief,sameCategory,"napkins, wet wipes",context2,"mostSimilar,competitor_c2"
4966,I have a plastic bag you could use.,box-bbq,box,competitor,ziplock,context2,competitor_c2
4966,Yes we have chocolate and trail mix.,candy-dessert,candy,sameCategory,"chocolate, trailmix",context2,"mostSimilar,competitor_c1"
4971,Yes we have a chocolate bar or some trail mix.,candy-dessert,candy,sameCategory,"trailmix, chocolate",context2,"competitor_c1,mostSimilar"
4971,"Yeah I do. You can use a cake container, a carton or a ziplock bag.",box-bbq,box,sameCategory,"cake container, ziplock, carton",context2,"competitor_c1,competitor_c2,mostSimilar"
4971,Yeah I've got a to-go mug if that's ok?,bottle-water,bottle,competitor,mug,context2,competitor_c2
4979,"No, but I've got a hair dryer.",towel-hair,towel,competitor,hairdryer,context1,competitor_c1
4979,"No, but I've got a watering can.",bottle-plants,bottle,competitor,watering can,context1,competitor_c1
4980,"No sorry, will pyjamas or leggings do?",sweatpants-sleepover,sweatpants,sameCategory,"leggings, pyjamas",context1,"mostSimilar,competitor_c1"
4980,"No, but i have sticky bookmarks - whatever those are.",postit-board,postit,sameCategory,bookmarks,context1,competitor_c2
4980,I have napkins but would you like a wet wipe?,handkerchief-injury,handkerchief,sameCategory,"napkins, wet wipes",context1,"mostSimilar,competitor_c2"
4986,"I have a pair of leggings or shorts, which would you prefer?",sweatpants-spill,sweatpants,sameCategory,"leggings, shorts",context2,"mostSimilar,competitor_c2"
4986,"I only have a shovel and a hand brush, are these any good?",broom-snow,broom,sameCategory,"shovel, hand brush",context2,"competitor_c2,mostSimilar"
4986,I have a rain jacket or a tent if they are of any use?,umbrella-rain,umbrella,other,"rain jacket, tent",context2,"competitor_c2,otherCategory"
4986,"I only have a glass, a to-go mug or a watering can if these can be of any use?",bottle-water,bottle,sameCategory,"watering can, glass, mug",context2,"competitor_c1,mostSimilar,competitor_c2"
4987,"No, but I have a hair dryer if you would like to use that.",towel-hair,towel,competitor,hairdryer,context1,competitor_c1
4987,"No, but we could give them trail mix instead.",candy-halloween,candy,competitor,trailmix,context1,competitor_c1
4987,"No, but I have some paper napkins.  I also have wet wipes and band aids, if they would be useful.",handkerchief-injury,handkerchief,sameCategory,"napkins, wet wipes, band aids",context1,"mostSimilar,competitor_c2,competitor_c1"
5003,"I do not have a box. However, I do have a cake container, ziplock bag, tote bag, and carton. Would any of these be suitable",box-bbq,box,fullList,"cake container, ziplock, carton, tote",context2,"competitor_c1,competitor_c2,mostSimilar,otherCategory"
5003,"No, I do not have a blanket, but do have a sleeping bag. Will this work?",blanket-transportation,blanket,sameCategory,sleeping bag,context2,competitor_c1
5003,"No sorry, I do not have a towel, would paper towels work?",towel-clothes,towel,mostSimilar,paper towels,context2,mostSimilar
4968,"No but go to the basement and there's a dryer, hair dryer and all that.",towel-clothes,towel,sameCategory,"dryer, hairdryer",context2,"competitor_c2,competitor_c1"
4968,Nope. You want some shorts or leggings?,sweatpants-spill,sweatpants,sameCategory,"leggings, shorts",context2,"mostSimilar,competitor_c2"
4968,"Nope, you want a shovel?",broom-snow,broom,competitor,shovel,context2,competitor_c2
4977,"No, I'm sorry, but I do have agave syrup and honey, if that could work as a substitute.",sugar-baking,sugar,sameCategory,"honey, syrup",context2,"mostSimilar,competitor_c2"
4977,"No, but I have pajamas which are kind of close.",sweatpants-spill,sweatpants,sameCategory,pyjamas,context2,competitor_c1
4977,"No, but I have some napkins.",handkerchief-sauce,handkerchief,mostSimilar,napkins,context2,mostSimilar
4983,"No, but I have some pans and camping cookware.",pot-jam,pot,sameCategory,"pans, camping cookware",context2,"competitor_c2,mostSimilar"
4983,"No, but I have honey, syrup and sweeteners",sugar-baking,sugar,sameCategory,"honey, syrup, sweetener",context2,"mostSimilar,competitor_c2,competitor_c1"
4983,"Yes, we have a chocolate bar",candy-dessert,candy,mostSimilar,chocolate,context2,mostSimilar
4984,Yes I have a cake container,box-muffins,box,competitor,cake container,context1,competitor_c1
4984,Yes I have a watering can,bottle-plants,bottle,competitor,watering can,context1,competitor_c1
4984,I have a sleeping bag,blanket-sleepover,blanket,competitor,sleeping bag,context1,competitor_c1
4984,I have some leggings,sweatpants-sleepover,sweatpants,mostSimilar,leggings,context1,mostSimilar
5000,"No but I have a shovel, a hand brush and vacuum cleaner. Would they be of use of you?",broom-renovation,broom,sameCategory,"vacuum, hand brush, shovel",context1,"competitor_c1,mostSimilar,competitor_c2"
5000,No but I have some sunscreen that you can use.,umbrella-summer,umbrella,competitor,sunscreen,context1,competitor_c1
5000,"No sorry, but I have some sweeteners that you can use.",sugar-coffee,sugar,competitor,sweetener,context1,competitor_c1
5000,"I have asome paer napkins, wet wipes and some band aids if you want to make use of those.",handkerchief-injury,handkerchief,sameCategory,"napkins, wet wipes, band aids",context1,"mostSimilar,competitor_c2,competitor_c1"
5004,I am afraid i do not have a blanket but I do have a sleeping bag that can be opened up as a blanket.,blanket-sleepover,blanket,competitor,sleeping bag,context1,competitor_c1
5004,"No, I have no towel but you can dry your hair with the hair dryer.",towel-hair,towel,competitor,hairdryer,context1,competitor_c1
5004,"No, but I do have a variety of cans you could use as pots.",pot-garden,pot,competitor,cans,context1,competitor_c1
5019,Not as such but I do have a ziplock bag and a cake container that I think would be able to hold all the leftovers for taking home,box-bbq,box,sameCategory,"ziplock, cake container",context2,"competitor_c2,competitor_c1"
5019,"
Sorry I do not have a bottle I do have a to go mug that we can fill with water if we pass a water station or spring",bottle-water,bottle,competitor,mug,context2,competitor_c2
5019,I do not have sweatpants but I do have leggings or a pair of shorts you could wear,sweatpants-spill,sweatpants,sameCategory,"leggings, shorts",context2,"mostSimilar,competitor_c2"
5019,"
Sorry I have no sugar but I do have sweetener tablets if they are any help?",sugar-baking,sugar,sameCategory,sweetener,context2,competitor_c1
4974,No but i've got a hand brush if that will do.,broom-renovation,broom,mostSimilar,hand brush,context1,mostSimilar
4974,"No, but there's a watering can.",bottle-plants,bottle,competitor,watering can,context1,competitor_c1
4974,Only paper towels.,towel-hair,towel,mostSimilar,paper towels,context1,mostSimilar
5001,"No, but I've a vacuum cleaner that you can borrow.",broom-renovation,broom,competitor,vacuum,context1,competitor_c1
5001,"I don't, just use this watering can.",bottle-plants,bottle,competitor,watering can,context1,competitor_c1
5001,Only some paper towels. I do have a hair dryer if that helps.,towel-hair,towel,sameCategory,"paper towels, hairdryer",context1,"mostSimilar,competitor_c1"
5001,No sweatpants though I've got some pyjamas that you can use instead.,sweatpants-sleepover,sweatpants,competitor,pyjamas,context1,competitor_c1
5014,NO BUT I HAVE A SHOVEL IF THATS ANY HELP,broom-snow,broom,competitor,shovel,context2,competitor_c2
5014,NO BUT I HAVE SOME PAPER NAPKINS,handkerchief-sauce,handkerchief,mostSimilar,napkins,context2,mostSimilar
4988,"Sorry no, I do have a vacuum cleaner and hand brush though if they would be any use to you?",broom-renovation,broom,sameCategory,"vacuum, hand brush",context1,"competitor_c1,mostSimilar"
4988,No I don’t have a bottle but I do have a watering can!,bottle-plants,bottle,competitor,watering can,context1,competitor_c1
4988,"Yes I have this carton or cake tin, either of which you are welcome to use",box-muffins,box,sameCategory,"carton, cake container",context1,"mostSimilar,competitor_c1"
4988,"Sorry no I don’t! I have sweetener, agave or honey if you would like one of those?",sugar-coffee,sugar,sameCategory,"sweetener, honey, syrup",context1,"competitor_c1,mostSimilar,competitor_c2"
4992,"No, we have leggings, shorts, pyjamas and towels",sweatpants-sleepover,sweatpants,fullList,"leggings, shorts, pyjamas, towel",context1,"mostSimilar,competitor_c2,competitor_c1,otherCategory"
4992,"We have a ziplock bag, a cake container, a tote bag, and a carton",box-muffins,box,fullList,"cake container, ziplock, carton, tote",context1,"competitor_c1,competitor_c2,mostSimilar,otherCategory"
4992,you can use these wet wipes and paper napkins,handkerchief-injury,handkerchief,sameCategory,"napkins, wet wipes",context1,"mostSimilar,competitor_c2"
4992,no but i do have a hair dryer,towel-hair,towel,competitor,hairdryer,context1,competitor_c1
5011,"I don’t have a blanket but you could always borrow my sleeping bag, it’s really good quality and made for winter camping! I’ve also got a pillow if you need one!",blanket-transportation,blanket,sameCategory,"sleeping bag, pillow",context2,"competitor_c1,mostSimilar"
5011,"I have a shovel and a handbrush! You can borrow my shovel for the main parts of the snow and use the hand brush to break up any ice chunks, let me know if you need help!",broom-snow,broom,sameCategory,"shovel, hand brush",context2,"competitor_c2,mostSimilar"
5011,"I don’t have sugar but I have agave syrup and honey, sweetener tablets crushed up could also replace sugar, you could try making batches with all three, I’d be curious to see how they turn out!",sugar-baking,sugar,sameCategory,"sweetener, honey, syrup",context2,"competitor_c1,mostSimilar,competitor_c2"
5017,"Sorry, no but I do have some bubble wrap that you are welcome to use. I also have a spare pillow and a sleeping bag if they could be of any use to protect your mirror?",blanket-transportation,blanket,sameCategory,"bubble wrap, sleeping bag, pillow",context2,"competitor_c2,competitor_c1,mostSimilar"
5017,"Sure, what do you need? Have a look in the pantry. I’ve got a cake container but depending on what you need, I also have a carton, a ziplock bag, and a tote bag.",box-bbq,box,fullList,"cake container, ziplock, carton, tote",context2,"competitor_c1,competitor_c2,mostSimilar,otherCategory"
5017,"Sure, there is a large chocolate bar but we’ve also got ice cream if you would prefer that.",candy-dessert,candy,sameCategory,"chocolate, ice cream",context2,"mostSimilar,competitor_c2"
5017,"Sorry, no. I’ve got these sticky bookmarks though and you are welcome to this notebook if that would be any good?",postit-reading,postit,sameCategory,"bookmarks, notebook",context2,"competitor_c2,mostSimilar"
4989,"I'm sorry, I don't have one. Would you like to borrow my rain jacket?",umbrella-rain,umbrella,competitor,rain jacket,context2,competitor_c2
4989,"No, but I have some wet wipes here.",handkerchief-sauce,handkerchief,competitor,wet wipes,context2,competitor_c2
4989,I have these sticky bookmarks which are much the same thing.,postit-reading,postit,competitor,bookmarks,context2,competitor_c2
4989,"I'm afraid not, but I can offer you some shorts, and since it is so hot today they would be more comfortable.",sweatpants-spill,sweatpants,competitor,shorts,context2,competitor_c2
4996,"Yes, I have plenty of paper towels but feel free to also use the hair dryer, blanket and there’s a dryer in the basement too",towel-clothes,towel,fullList,"paper towels, dryer, hairdryer, blanket",context2,"mostSimilar,competitor_c2,competitor_c1,otherCategory"
4996,I’ve got some chocolate if that’s any good. There’s also some ice cream and soda. Or how about these little trail mix packages?,candy-dessert,candy,fullList,"chocolate, ice cream, trailmix, soda",context2,"mostSimilar,competitor_c2,competitor_c1,otherCategory"
4996,"No, I’m sorry I don’t have any of those. Feel free to try using these sticky bookmarks though.",postit-reading,postit,competitor,bookmarks,context2,competitor_c2
4996,"Oh I’m really sorry, I don’t have an umbrella. You can borrow my rain jacket but I’m afraid I only have one.",umbrella-rain,umbrella,competitor,rain jacket,context2,competitor_c2
5005,"No, sorry but I do have sweetener tablets,  honey and agave syrup if you would like any of those?",sugar-coffee,sugar,sameCategory,"sweetener, honey, syrup",context1,"competitor_c1,mostSimilar,competitor_c2"
5005,"No, I have a mug if you would like to use that?",bottle-plants,bottle,sameCategory,mug,context1,competitor_c2
5005,"No, I have a pan if that’s any good?",pot-garden,pot,sameCategory,pans,context1,competitor_c2
5005,"Only paper towels, would you like some?",towel-hair,towel,mostSimilar,paper towels,context1,mostSimilar
5016,"no, sorry i do not, but i do have a rain coat if that helps?",umbrella-rain,umbrella,competitor,rain jacket,context2,competitor_c2
5016,i'm afraid i don't but i do have several pans you can use if that helps,pot-jam,pot,competitor,pans,context2,competitor_c2
5016,"we have a big chocolate bar, and we also have ice cream",candy-dessert,candy,sameCategory,"chocolate, ice cream",context2,"mostSimilar,competitor_c2"
5016,"i don't, but i have a glass, if there is somewhere we can fill it up",bottle-water,bottle,mostSimilar,glass,context2,mostSimilar
4997,I don't but I do have some paper napkins and some wet wipes,handkerchief-sauce,handkerchief,sameCategory,"napkins, wet wipes",context2,"mostSimilar,competitor_c2"
4997,"No I don't, but I do have honey,agave syrup and sweetener tablets if they are any good",sugar-baking,sugar,sameCategory,"sweetener, honey, syrup",context2,"competitor_c1,mostSimilar,competitor_c2"
4997,I have a cake container and carton if they would help. I also have a tote bad and ziplock bag which might be useful,box-bbq,box,fullList,"cake container, ziplock, carton, tote",context2,"competitor_c1,competitor_c2,mostSimilar,otherCategory"
5009,"No, but we do have a vacuum or a hand brush if they are of any use to you?",broom-renovation,broom,sameCategory,"vacuum, hand brush",context1,"competitor_c1,mostSimilar"
5009,"No, but I can lend you some pyjamas, leggings or a pair of shorts.",sweatpants-sleepover,sweatpants,sameCategory,"leggings, pyjamas, shorts",context1,"mostSimilar,competitor_c1,competitor_c2"
5012,We have a big chocolate bar?,candy-dessert,candy,mostSimilar,chocolate,context2,mostSimilar
5012,"No, but we have paper towels. You can dry your hair using the hair dryer and we can dry your costumes in the dryer",towel-clothes,towel,sameCategory,"paper towels, hairdryer, dryer",context2,"mostSimilar,competitor_c1,competitor_c2"
5012,"No, but you can make notes in this notebook and use the sticky bookmarks to mark which pages are helpful",postit-reading,postit,sameCategory,"bookmarks, notebook",context2,"competitor_c2,mostSimilar"
5012,No but you can wear this rain jacket and put this plastic bike cover on your head.,umbrella-rain,umbrella,sameCategory,"rain jacket, bike cover",context2,"competitor_c2,mostSimilar"
5020,No but i have a hair dryer,towel-hair,towel,competitor,hairdryer,context1,competitor_c1
