submission_id,age,comments,competitor,education,experiment_duration,experiment_end_time,experiment_start_time,gender,itemName,itemOrder,languages,otherCategory1,otherCategory2,responseTime,sameCategory1,sameCategory2,settingName,trialNr,trial_type
4414,33,NA,70,Graduated College,220422,1667645334005,1667645113583,male,art-drawing,"otherCategory2,otherCategory1,sameCategory1,competitor,sameCategory2",English,45,63,25955,63,41,art,1,filler
4414,33,NA,0,Graduated College,220422,1667645334005,1667645113583,male,electronics-console,"otherCategory2,competitor,sameCategory1,sameCategory2,otherCategory1",English,0,25,16726,0,0,electronics,2,main
4414,33,NA,15,Graduated College,220422,1667645334005,1667645113583,male,furniture-outdoors,"sameCategory1,competitor,otherCategory1,otherCategory2,sameCategory2",English,27,10,22456,40,44,furniture,3,main
4414,33,NA,83,Graduated College,220422,1667645334005,1667645113583,male,zoo-reptiles,"otherCategory1,sameCategory2,competitor,sameCategory1,otherCategory2",English,68,62,13909,66,81,zoo,4,main
4414,33,NA,100,Graduated College,220422,1667645334005,1667645113583,male,carRental-moving,"otherCategory2,sameCategory2,competitor,otherCategory1,sameCategory1",English,19,100,18630,61,63,carRental,5,filler
4414,33,NA,61,Graduated College,220422,1667645334005,1667645113583,male,touristInfo-clubbing,"otherCategory2,competitor,otherCategory1,sameCategory2,sameCategory1",English,24,68,14493,11,41,touristInfo,6,main
4414,33,NA,100,Graduated College,220422,1667645334005,1667645113583,male,jobCenter-engineer,"sameCategory1,competitor,otherCategory1,otherCategory2,sameCategory2",English,16,10,20365,74,88,jobCenter,7,filler
4414,33,NA,77,Graduated College,220422,1667645334005,1667645113583,male,petAdoption-hamster,"otherCategory1,otherCategory2,competitor,sameCategory2,sameCategory1",English,25,24,16282,68,58,petAdoption,8,main
4414,33,NA,46,Graduated College,220422,1667645334005,1667645113583,male,books-fantasy,"sameCategory1,otherCategory1,otherCategory2,competitor,sameCategory2",English,62,68,19103,70,59,books,9,main
4414,33,NA,81,Graduated College,220422,1667645334005,1667645113583,male,cafe-pizza,"sameCategory2,sameCategory1,otherCategory1,otherCategory2,competitor",English,69,63,16561,0,0,cafe,10,main
4414,33,NA,61,Graduated College,220422,1667645334005,1667645113583,male,plants-flowers,"sameCategory1,otherCategory2,competitor,sameCategory2,otherCategory1",English,29,36,16119,34,68,plants,11,main
4415,46,NA,12,Higher degree,225056,1667645523215,1667645298159,female,clothing-beach,"otherCategory1,otherCategory2,competitor,sameCategory1,sameCategory2",English,15,13,26483,34,21,clothing,1,main
4415,46,NA,60,Higher degree,225056,1667645523215,1667645298159,female,electronics-laptop,"otherCategory2,competitor,otherCategory1,sameCategory2,sameCategory1",English,13,13,21822,11,18,electronics,2,main
4415,46,NA,100,Higher degree,225056,1667645523215,1667645298159,female,music-hardrock,"sameCategory2,sameCategory1,otherCategory1,competitor,otherCategory2",English,100,100,9849,100,100,music,3,filler
4415,46,NA,56,Higher degree,225056,1667645523215,1667645298159,female,kidsActivities-crafts,"competitor,sameCategory2,sameCategory1,otherCategory2,otherCategory1",English,22,22,29070,61,58,kidsActivities,4,main
4415,46,NA,65,Higher degree,225056,1667645523215,1667645298159,female,touristInfo-childTheatre,"sameCategory1,competitor,otherCategory1,sameCategory2,otherCategory2",English,25,19,21545,43,14,touristInfo,5,main
4415,46,NA,69,Higher degree,225056,1667645523215,1667645298159,female,waterSport-motor,"sameCategory2,otherCategory2,otherCategory1,competitor,sameCategory1",English,66,66,13153,65,65,waterSport,6,main
4415,46,NA,100,Higher degree,225056,1667645523215,1667645298159,female,art-painting,"sameCategory2,otherCategory2,otherCategory1,sameCategory1,competitor",English,100,100,9041,100,100,art,7,filler
4415,46,NA,0,Higher degree,225056,1667645523215,1667645298159,female,carRental-fun,"competitor,sameCategory2,sameCategory1,otherCategory2,otherCategory1",English,0,0,8623,0,0,carRental,8,filler
4415,46,NA,60,Higher degree,225056,1667645523215,1667645298159,female,plants-green,"competitor,sameCategory2,otherCategory1,otherCategory2,sameCategory1",English,43,63,15009,63,58,plants,9,main
4415,46,NA,74,Higher degree,225056,1667645523215,1667645298159,female,cafe-pie,"sameCategory1,competitor,sameCategory2,otherCategory1,otherCategory2",English,0,0,14248,60,30,cafe,10,main
4415,46,NA,60,Higher degree,225056,1667645523215,1667645298159,female,zoo-xl,"sameCategory1,otherCategory1,competitor,sameCategory2,otherCategory2",English,61,67,12096,62,69,zoo,11,main
4416,44,no further comments to make,80,Graduated College,199775,1667645617566,1667645417791,female,carRental-fun,"otherCategory1,competitor,sameCategory1,otherCategory2,sameCategory2",English,25,16,18638,80,56,carRental,1,filler
4416,44,no further comments to make,81,Graduated College,199775,1667645617566,1667645417791,female,disney-action,"sameCategory2,competitor,otherCategory2,otherCategory1,sameCategory1",English,33,33,11660,69,79,disney,2,main
4416,44,no further comments to make,26,Graduated College,199775,1667645617566,1667645417791,female,clothing-beach,"competitor,otherCategory1,otherCategory2,sameCategory2,sameCategory1",English,18,19,11648,86,86,clothing,3,main
4416,44,no further comments to make,70,Graduated College,199775,1667645617566,1667645417791,female,books-romance,"otherCategory2,sameCategory1,sameCategory2,otherCategory1,competitor",English,57,55,19110,75,51,books,4,main
4416,44,no further comments to make,59,Graduated College,199775,1667645617566,1667645417791,female,bookingAgency-lowClassAccommodation,"otherCategory2,sameCategory1,otherCategory1,sameCategory2,competitor",English,12,19,11732,83,79,bookingAgency,5,main
4416,44,no further comments to make,84,Graduated College,199775,1667645617566,1667645417791,female,dutyFree-smokes,"otherCategory1,sameCategory2,competitor,sameCategory1,otherCategory2",English,20,0,49493,24,75,dutyFree,6,main
4416,44,no further comments to make,79,Graduated College,199775,1667645617566,1667645417791,female,airport-usa,"otherCategory2,sameCategory1,otherCategory1,competitor,sameCategory2",English,33,48,15206,80,52,airport,7,filler
4416,44,no further comments to make,77,Graduated College,199775,1667645617566,1667645417791,female,plants-green,"otherCategory2,otherCategory1,sameCategory1,competitor,sameCategory2",English,66,59,10969,32,73,plants,8,main
4416,44,no further comments to make,74,Graduated College,199775,1667645617566,1667645417791,female,music-hardrock,"sameCategory2,competitor,otherCategory1,otherCategory2,sameCategory1",English,17,13,9229,69,65,music,9,filler
4416,44,no further comments to make,86,Graduated College,199775,1667645617566,1667645417791,female,movie-fantasy,"competitor,otherCategory2,sameCategory2,otherCategory1,sameCategory1",English,82,86,10266,71,35,movie,10,main
4416,44,no further comments to make,88,Graduated College,199775,1667645617566,1667645417791,female,cafe-pie,"competitor,sameCategory2,otherCategory2,sameCategory1,otherCategory1",English,51,0,9346,60,38,cafe,11,main
4417,58,NA,3,Graduated College,383541,1667645623576,1667645240035,female,clothing-beach,"otherCategory1,otherCategory2,sameCategory1,competitor,sameCategory2",English,1,1,37488,1,2,clothing,1,main
4417,58,NA,98,Graduated College,383541,1667645623576,1667645240035,female,music-hardrock,"sameCategory2,competitor,sameCategory1,otherCategory1,otherCategory2",English,3,1,30681,96,99,music,2,filler
4417,58,NA,3,Graduated College,383541,1667645623576,1667645240035,female,carRental-fun,"competitor,otherCategory2,otherCategory1,sameCategory1,sameCategory2",English,0,1,26696,2,2,carRental,3,filler
4417,58,NA,2,Graduated College,383541,1667645623576,1667645240035,female,kidsActivities-crafts,"sameCategory1,competitor,otherCategory2,otherCategory1,sameCategory2",English,2,2,20437,1,3,kidsActivities,4,main
4417,58,NA,28,Graduated College,383541,1667645623576,1667645240035,female,jobCenter-office,"sameCategory2,sameCategory1,otherCategory2,competitor,otherCategory1",English,1,1,50892,1,2,jobCenter,5,filler
4417,58,NA,36,Graduated College,383541,1667645623576,1667645240035,female,dutyFree-smokes,"sameCategory2,otherCategory1,competitor,otherCategory2,sameCategory1",English,1,1,20518,2,2,dutyFree,6,main
4417,58,NA,35,Graduated College,383541,1667645623576,1667645240035,female,bar-whiteWine,"sameCategory1,sameCategory2,competitor,otherCategory2,otherCategory1",English,2,2,22171,3,1,bar,7,main
4417,58,NA,58,Graduated College,383541,1667645623576,1667645240035,female,waterSport-motor,"competitor,otherCategory2,otherCategory1,sameCategory2,sameCategory1",English,3,2,32533,1,1,waterSport,8,main
4417,58,NA,57,Graduated College,383541,1667645623576,1667645240035,female,books-romance,"sameCategory2,competitor,sameCategory1,otherCategory1,otherCategory2",English,1,2,23826,39,1,books,9,main
4417,58,NA,2,Graduated College,383541,1667645623576,1667645240035,female,petAdoption-dogs,"otherCategory1,otherCategory2,competitor,sameCategory1,sameCategory2",English,0,1,19758,27,1,petAdoption,10,main
4417,58,NA,37,Graduated College,383541,1667645623576,1667645240035,female,bookingAgency-lowClassAccommodation,"otherCategory1,competitor,sameCategory1,otherCategory2,sameCategory2",English,1,1,28555,26,32,bookingAgency,11,main
4418,25,NA,52,Graduated College,471379,1667645653228,1667645181849,female,plants-flowers,"sameCategory2,otherCategory2,sameCategory1,otherCategory1,competitor",English,52,53,47046,50,51,plants,1,main
4418,25,NA,72,Graduated College,471379,1667645653228,1667645181849,female,movie-western,"sameCategory2,competitor,otherCategory2,sameCategory1,otherCategory1",English,50,48,48360,51,49,movie,2,main
4418,25,NA,83,Graduated College,471379,1667645653228,1667645181849,female,kidsActivities-sports,"sameCategory2,otherCategory1,sameCategory1,otherCategory2,competitor",English,39,33,40967,40,87,kidsActivities,3,main
4418,25,NA,78,Graduated College,471379,1667645653228,1667645181849,female,dutyFree-sweets,"competitor,otherCategory1,otherCategory2,sameCategory2,sameCategory1",English,11,3,21928,76,79,dutyFree,4,main
4418,25,NA,70,Graduated College,471379,1667645653228,1667645181849,female,art-drawing,"otherCategory2,sameCategory1,competitor,otherCategory1,sameCategory2",English,72,81,85313,77,63,art,5,filler
4418,25,NA,65,Graduated College,471379,1667645653228,1667645181849,female,airport-europe-UPDATED,"sameCategory2,competitor,otherCategory2,sameCategory1,otherCategory1",English,73,67,17872,71,67,airport,6,filler
4418,25,NA,63,Graduated College,471379,1667645653228,1667645181849,female,clothing-winter,"sameCategory2,competitor,otherCategory1,otherCategory2,sameCategory1",English,40,34,14980,58,81,clothing,7,main
4418,25,NA,67,Graduated College,471379,1667645653228,1667645181849,female,furniture-outdoors,"otherCategory1,sameCategory1,competitor,otherCategory2,sameCategory2",English,27,24,120213,66,57,furniture,8,main
4418,25,NA,76,Graduated College,471379,1667645653228,1667645181849,female,petAdoption-hamster,"otherCategory2,sameCategory1,competitor,sameCategory2,otherCategory1",English,1,0,15046,76,74,petAdoption,9,main
4418,25,NA,24,Graduated College,471379,1667645653228,1667645181849,female,music-softrock,"sameCategory2,otherCategory2,otherCategory1,competitor,sameCategory1",English,70,80,14294,49,25,music,10,filler
4418,25,NA,25,Graduated College,471379,1667645653228,1667645181849,female,friendsActivities-videoEntertainment,"competitor,otherCategory1,sameCategory2,otherCategory2,sameCategory1",English,43,48,12970,48,67,friendsActivities,11,main
4419,30,NA,51,Graduated College,166634,1667645645277,1667645478643,male,clothing-beach,"otherCategory2,sameCategory2,competitor,sameCategory1,otherCategory1",English,40,23,22766,55,23,clothing,1,main
4419,30,NA,64,Graduated College,166634,1667645645277,1667645478643,male,electronics-laptop,"otherCategory2,sameCategory2,competitor,otherCategory1,sameCategory1",English,30,40,17705,36,20,electronics,2,main
4419,30,NA,56,Graduated College,166634,1667645645277,1667645478643,male,plants-green,"otherCategory2,otherCategory1,competitor,sameCategory1,sameCategory2",English,25,27,11867,30,35,plants,3,main
4419,30,NA,68,Graduated College,166634,1667645645277,1667645478643,male,dutyFree-smokes,"otherCategory2,sameCategory1,sameCategory2,otherCategory1,competitor",English,41,20,18418,50,59,dutyFree,4,main
4419,30,NA,74,Graduated College,166634,1667645645277,1667645478643,male,disney-action,"sameCategory2,sameCategory1,otherCategory2,otherCategory1,competitor",English,38,37,8300,66,65,disney,5,main
4419,30,NA,68,Graduated College,166634,1667645645277,1667645478643,male,cafe-pie,"competitor,sameCategory1,otherCategory1,sameCategory2,otherCategory2",English,40,39,8249,66,63,cafe,6,main
4419,30,NA,80,Graduated College,166634,1667645645277,1667645478643,male,waterSport-motor,"otherCategory2,competitor,otherCategory1,sameCategory2,sameCategory1",English,37,31,14450,31,83,waterSport,7,main
4419,30,NA,99,Graduated College,166634,1667645645277,1667645478643,male,airport-usa,"sameCategory2,sameCategory1,otherCategory1,otherCategory2,competitor",English,69,63,12117,70,66,airport,8,filler
4419,30,NA,76,Graduated College,166634,1667645645277,1667645478643,male,carRental-fun,"otherCategory2,otherCategory1,competitor,sameCategory2,sameCategory1",English,14,28,11066,77,73,carRental,9,filler
4419,30,NA,74,Graduated College,166634,1667645645277,1667645478643,male,movie-fantasy,"competitor,sameCategory1,otherCategory1,otherCategory2,sameCategory2",English,71,70,10050,67,24,movie,10,main
4419,30,NA,86,Graduated College,166634,1667645645277,1667645478643,male,jobCenter-office,"competitor,sameCategory1,otherCategory2,otherCategory1,sameCategory2",English,15,13,12550,41,63,jobCenter,11,filler
4420,27,NA,79,Graduated College,221834,1667645648382,1667645426548,female,zoo-xl,"sameCategory2,competitor,otherCategory2,sameCategory1,otherCategory1",English,43,68,52282,65,78,zoo,1,main
4420,27,NA,73,Graduated College,221834,1667645648382,1667645426548,female,clothing-beach,"sameCategory2,competitor,sameCategory1,otherCategory2,otherCategory1",English,12,12,22335,76,28,clothing,2,main
4420,27,NA,45,Graduated College,221834,1667645648382,1667645426548,female,art-painting,"sameCategory2,competitor,sameCategory1,otherCategory2,otherCategory1",English,15,26,15115,74,81,art,3,filler
4420,27,NA,34,Graduated College,221834,1667645648382,1667645426548,female,music-hardrock,"sameCategory2,sameCategory1,competitor,otherCategory2,otherCategory1",English,0,0,16217,77,79,music,4,filler
4420,27,NA,74,Graduated College,221834,1667645648382,1667645426548,female,electronics-laptop,"sameCategory1,otherCategory1,otherCategory2,competitor,sameCategory2",English,20,9,13485,35,67,electronics,5,main
4420,27,NA,60,Graduated College,221834,1667645648382,1667645426548,female,dutyFree-smokes,"competitor,sameCategory1,otherCategory2,sameCategory2,otherCategory1",English,0,0,11485,18,0,dutyFree,6,main
4420,27,NA,68,Graduated College,221834,1667645648382,1667645426548,female,carRental-fun,"competitor,otherCategory2,otherCategory1,sameCategory1,sameCategory2",English,0,8,14470,0,72,carRental,7,filler
4420,27,NA,70,Graduated College,221834,1667645648382,1667645426548,female,plants-green,"sameCategory1,otherCategory2,otherCategory1,competitor,sameCategory2",English,9,69,19549,69,56,plants,8,main
4420,27,NA,71,Graduated College,221834,1667645648382,1667645426548,female,friendsActivities-boardGames,"otherCategory1,otherCategory2,competitor,sameCategory2,sameCategory1",English,35,30,15116,57,68,friendsActivities,9,main
4420,27,NA,69,Graduated College,221834,1667645648382,1667645426548,female,furniture-indoors,"sameCategory1,otherCategory1,competitor,sameCategory2,otherCategory2",English,8,8,11540,64,21,furniture,10,main
4420,27,NA,86,Graduated College,221834,1667645648382,1667645426548,female,bar-whiteWine,"otherCategory2,otherCategory1,competitor,sameCategory1,sameCategory2",English,17,10,15488,14,42,bar,11,main
4421,52,NA,88,Graduated College,601393,1667645927519,1667645326126,female,cafe-pie,"sameCategory1,sameCategory2,otherCategory1,otherCategory2,competitor","english,german",0,0,88012,34,0,cafe,1,main
4421,52,NA,0,Graduated College,601393,1667645927519,1667645326126,female,jobCenter-office,"competitor,sameCategory1,otherCategory1,sameCategory2,otherCategory2","english,german",0,0,38057,0,1,jobCenter,2,filler
4421,52,NA,12,Graduated College,601393,1667645927519,1667645326126,female,petAdoption-dogs,"sameCategory1,sameCategory2,competitor,otherCategory1,otherCategory2","english,german",0,0,47147,12,13,petAdoption,3,main
4421,52,NA,0,Graduated College,601393,1667645927519,1667645326126,female,airport-usa,"otherCategory2,otherCategory1,sameCategory2,sameCategory1,competitor","english,german",0,1,23749,0,1,airport,4,filler
4421,52,NA,100,Graduated College,601393,1667645927519,1667645326126,female,music-hardrock,"sameCategory2,otherCategory1,sameCategory1,competitor,otherCategory2","english,german",99,99,17165,99,99,music,5,filler
4421,52,NA,24,Graduated College,601393,1667645927519,1667645326126,female,friendsActivities-boardGames,"sameCategory1,otherCategory1,otherCategory2,competitor,sameCategory2","english,german",12,5,51566,24,21,friendsActivities,6,main
4421,52,NA,58,Graduated College,601393,1667645927519,1667645326126,female,clothing-beach,"sameCategory1,otherCategory1,sameCategory2,otherCategory2,competitor","english,german",25,15,72515,59,18,clothing,7,main
4421,52,NA,57,Graduated College,601393,1667645927519,1667645326126,female,touristInfo-childTheatre,"otherCategory2,sameCategory2,competitor,sameCategory1,otherCategory1","english,german",35,43,55017,56,44,touristInfo,8,main
4421,52,NA,60,Graduated College,601393,1667645927519,1667645326126,female,furniture-indoors,"otherCategory2,competitor,sameCategory2,otherCategory1,sameCategory1","english,german",40,45,32895,45,62,furniture,9,main
4421,52,NA,60,Graduated College,601393,1667645927519,1667645326126,female,movie-fantasy,"sameCategory2,otherCategory2,competitor,sameCategory1,otherCategory1","english,german",1,56,34110,56,27,movie,10,main
4421,52,NA,54,Graduated College,601393,1667645927519,1667645326126,female,bookingAgency-lowClassAccommodation,"competitor,sameCategory2,sameCategory1,otherCategory2,otherCategory1","english,german",1,19,44102,65,73,bookingAgency,11,main
4423,57,Interesting survey.,0,Graduated College,708744,1667646073859,1667645365115,male,petAdoption-dogs,"otherCategory2,sameCategory1,competitor,otherCategory1,sameCategory2",English,0,88,93047,98,98,petAdoption,1,main
4423,57,Interesting survey.,8,Graduated College,708744,1667646073859,1667645365115,male,bookingAgency-lowClassAccommodation,"sameCategory1,sameCategory2,otherCategory2,competitor,otherCategory1",English,2,0,55125,100,100,bookingAgency,2,main
4423,57,Interesting survey.,100,Graduated College,708744,1667646073859,1667645365115,male,art-painting,"competitor,otherCategory1,otherCategory2,sameCategory1,sameCategory2",English,100,100,42455,100,100,art,3,filler
4423,57,Interesting survey.,100,Graduated College,708744,1667646073859,1667645365115,male,gym-yoga,"otherCategory1,otherCategory2,competitor,sameCategory2,sameCategory1",English,0,88,55343,75,83,gymActivities,4,main
4423,57,Interesting survey.,100,Graduated College,708744,1667646073859,1667645365115,male,disney-action,"competitor,otherCategory1,sameCategory1,sameCategory2,otherCategory2",English,89,14,36808,98,93,disney,5,main
4423,57,Interesting survey.,100,Graduated College,708744,1667646073859,1667645365115,male,furniture-indoors,"otherCategory2,otherCategory1,competitor,sameCategory1,sameCategory2",English,12,87,53432,98,85,furniture,6,main
4423,57,Interesting survey.,89,Graduated College,708744,1667646073859,1667645365115,male,touristInfo-childTheatre,"competitor,sameCategory2,otherCategory1,otherCategory2,sameCategory1",English,0,0,71952,2,1,touristInfo,7,main
4423,57,Interesting survey.,89,Graduated College,708744,1667646073859,1667645365115,male,movie-fantasy,"competitor,sameCategory2,otherCategory2,sameCategory1,otherCategory1",English,80,84,65976,64,93,movie,8,main
4423,57,Interesting survey.,0,Graduated College,708744,1667646073859,1667645365115,male,jobCenter-office,"sameCategory2,otherCategory2,sameCategory1,competitor,otherCategory1",English,0,0,20728,0,0,jobCenter,9,filler
4423,57,Interesting survey.,11,Graduated College,708744,1667646073859,1667645365115,male,clothing-beach,"otherCategory2,competitor,sameCategory1,otherCategory1,sameCategory2",English,83,13,36600,98,78,clothing,10,main
4423,57,Interesting survey.,0,Graduated College,708744,1667646073859,1667645365115,male,airport-usa,"sameCategory1,competitor,otherCategory2,sameCategory2,otherCategory1",English,0,0,31407,0,0,airport,11,filler
4422,46,No comment,100,Graduated College,616365,1667646045011,1667645428646,female,zoo-reptiles,"otherCategory2,otherCategory1,competitor,sameCategory1,sameCategory2",NA,100,100,41720,99,99,zoo,1,main
4422,46,No comment,99,Graduated College,616365,1667646045011,1667645428646,female,furniture-outdoors,"sameCategory1,otherCategory1,sameCategory2,otherCategory2,competitor",NA,81,73,59411,84,67,furniture,2,main
4422,46,No comment,68,Graduated College,616365,1667646045011,1667645428646,female,music-softrock,"sameCategory1,otherCategory2,otherCategory1,sameCategory2,competitor",NA,22,69,45457,83,69,music,3,filler
4422,46,No comment,1,Graduated College,616365,1667646045011,1667645428646,female,carRental-moving,"competitor,sameCategory2,otherCategory2,otherCategory1,sameCategory1",NA,0,0,51486,1,0,carRental,4,filler
4422,46,No comment,16,Graduated College,616365,1667646045011,1667645428646,female,touristInfo-clubbing,"competitor,sameCategory2,otherCategory1,otherCategory2,sameCategory1",NA,13,10,40455,7,24,touristInfo,5,main
4422,46,No comment,65,Graduated College,616365,1667646045011,1667645428646,female,books-fantasy,"sameCategory1,sameCategory2,otherCategory2,competitor,otherCategory1",NA,1,59,30010,58,59,books,6,main
4422,46,No comment,1,Graduated College,616365,1667646045011,1667645428646,female,jobCenter-engineer,"competitor,otherCategory1,otherCategory2,sameCategory2,sameCategory1",NA,1,1,22495,1,0,jobCenter,7,filler
4422,46,No comment,0,Graduated College,616365,1667646045011,1667645428646,female,friendsActivities-videoEntertainment,"sameCategory2,otherCategory2,sameCategory1,otherCategory1,competitor",NA,1,59,29034,58,66,friendsActivities,8,main
4422,46,No comment,15,Graduated College,616365,1667646045011,1667645428646,female,kidsActivities-sports,"sameCategory1,competitor,sameCategory2,otherCategory2,otherCategory1",NA,0,1,33858,1,70,kidsActivities,9,main
4422,46,No comment,70,Graduated College,616365,1667646045011,1667645428646,female,electronics-console,"sameCategory1,competitor,otherCategory2,otherCategory1,sameCategory2",NA,72,66,24968,88,68,electronics,10,main
4422,46,No comment,60,Graduated College,616365,1667646045011,1667645428646,female,disney-princess,"sameCategory2,otherCategory2,sameCategory1,competitor,otherCategory1",NA,61,60,26233,60,61,disney,11,main
